"","x"
"1764",-18.97
"1765",-28
"1766",-37.17
"1767",-46.22
"1768",-54.79
"1769",-62.64
"1770",-69.52
"1771",-74.9
"1772",-78.03
"1773",-78.27
"1774",-75.45
"1775",-70.21
"1776",-63.74
"1777",-57.15
"1778",-51.09
"1779",-45.46
"1780",-39.55
"1781",-32.4
"1782",-23.45
"1783",-12.56
"1784",-0.06
"1785",13.46
"1786",27.29
"1787",40.52
"1788",52.29
"1789",62.12
"1790",70.32
"1791",77.88
"1792",85.58
"1793",92.96
"1794",97.75
"1795",96.48
"1796",86.2
"1797",66.43
"1798",40.14
"1799",12.87
"1800",-9.47
"1801",-23.29
"1802",-28.72
"1803",-29.12
"1804",-29.03
"1805",-31.72
"1806",-37.9
"1807",-45.9
"1808",-53.15
"1809",-57.77
"1810",-59.24
"1811",-58.35
"1812",-56.27
"1813",-53.55
"1814",-49.59
"1815",-42.81
"1816",-31.43
"1817",-14.58
"1818",7.05
"1819",31.04
"1820",53.75
"1821",71.26
"1822",80.58
"1823",80.5
"1824",71.99
"1825",57.76
"1826",41.28
"1827",25.48
"1828",11.77
"1829",-0.07
"1830",-11.17
"1831",-22.42
"1832",-33.7
"1833",-43.83
"1834",-51.45
"1835",-56
"1836",-58.28
"1837",-60.1
"1838",-63.28
"1839",-68.52
"1840",-74.98
"1841",-80.74
"1842",-83.93
"1843",-83.75
"1844",-80.7
"1845",-75.98
"1846",-70.51
"1847",-64.17
"1848",-55.94
"1849",-44.49
"1850",-28.93
"1851",-9.47
"1852",12.67
"1853",35.63
"1854",57.44
"1855",76.43
"1856",91.53
"1857",102.67
"1858",110.9
"1859",118.09
"1860",125.74
"1861",133.75
"1862",139.68
"1863",139.53
"1864",129.51
"1865",108.51
"1866",79.11
"1867",46.95
"1868",18.27
"1869",-2.87
"1870",-16.07
"1871",-24.15
"1872",-30.93
"1873",-38.96
"1874",-48.21
"1875",-56.72
"1876",-62.23
"1877",-63.7
"1878",-61.84
"1879",-58.44
"1880",-55.17
"1881",-52.42
"1882",-49.01
"1883",-42.77
"1884",-31.81
"1885",-15.72
"1886",3.99
"1887",24.23
"1888",41.21
"1889",51.72
"1890",54.25
"1891",49.44
"1892",39.96
"1893",29.36
"1894",20.69
"1895",15.43
"1896",13.23
"1897",12.5
"1898",11.41
"1899",8.76
"1900",4.09
"1901",-2.49
"1902",-10.76
"1903",-20.57
"1904",-31.59
"1905",-43
"1906",-53.53
"1907",-61.83
"1908",-67.18
"1909",-69.99
"1910",-71.51
"1911",-73.08
"1912",-75.34
"1913",-77.7
"1914",-78.6
"1915",-76.14
"1916",-68.73
"1917",-55.51
"1918",-36.54
"1919",-12.69
"1920",14.4
"1921",42.23
"1922",67.58
"1923",87.09
"1924",98.58
"1925",102.29
"1926",101.16
"1927",99.43
"1928",100.45
"1929",104.51
"1930",108.48
"1931",107.45
"1932",97.73
"1933",79.01
"1934",54.74
"1935",30.12
"1936",9.16
"1937",-7.09
"1938",-20.47
"1939",-33.77
"1940",-48.48
"1941",-63.72
"1942",-76.85
"1943",-85.13
"1944",-87.23
"1945",-83.71
"1946",-76.34
"1947",-67.02
"1948",-56.85
"1949",-45.69
"1950",-32.48
"1951",-16.04
"1952",3.96
"1953",26.35
"1954",48.24
"1955",65.73
"1956",75.02
"1957",73.81
"1958",62.37
"1959",43.49
"1960",21.52
"1961",0.6
"1962",-16.65
"1963",-29.81
"1964",-39.83
"1965",-47.99
"1966",-54.67
"1967",-59.27
"1968",-60.81
"1969",-58.79
"1970",-53.79
"1971",-47.37
"1972",-41.31
"1973",-36.94
"1974",-34.66
"1975",-34.03
"1976",-34.28
"1977",-34.72
"1978",-34.86
"1979",-34.23
"1980",-32.21
"1981",-28.07
"1982",-21.16
"1983",-11.15
"1984",1.81
"1985",17.16
"1986",33.88
"1987",50.67
"1988",65.95
"1989",78.01
"1990",85.26
"1991",86.96
"1992",83.8
"1993",78.1
"1994",73.05
"1995",71.13
"1996",72.58
"1997",74.88
"1998",73.9
"1999",66.1
"2000",50.58
"2001",29.86
"2002",8.64
"2003",-8.59
"2004",-19.69
"2005",-25.64
"2006",-29.4
"2007",-33.83
"2008",-39.93
"2009",-46.61
"2010",-51.82
"2011",-54.21
"2012",-53.99
"2013",-52.72
"2014",-52
"2015",-52.43
"2016",-52.99
"2017",-51.5
"2018",-45.75
"2019",-34.49
"2020",-18.06
"2021",1.69
"2022",21.79
"2023",38.9
"2024",49.97
"2025",53.13
"2026",48.37
"2027",37.67
"2028",24.46
"2029",12.34
"2030",3.73
"2031",-0.98
"2032",-3.21
"2033",-5.12
"2034",-8.3
"2035",-13.09
"2036",-18.75
"2037",-24.24
"2038",-28.97
"2039",-33.06
"2040",-36.98
"2041",-41.03
"2042",-44.97
"2043",-48.22
"2044",-50.22
"2045",-50.93
"2046",-50.69
"2047",-49.89
"2048",-48.32
"2049",-44.99
"2050",-38.4
"2051",-27.26
"2052",-11.12
"2053",9.22
"2054",31.85
"2055",54.18
"2056",73.43
"2057",87.18
"2058",94.05
"2059",94.35
"2060",90.35
"2061",85.49
"2062",82.83
"2063",83.22
"2064",84.52
"2065",82.49
"2066",73.04
"2067",54.9
"2068",30.62
"2069",5.6
"2070",-14.76
"2071",-27.74
"2072",-34.42
"2073",-38.52
"2074",-43.85
"2075",-52.19
"2076",-62.44
"2077",-71.71
"2078",-77.19
"2079",-77.64
"2080",-73.75
"2081",-67.37
"2082",-60.16
"2083",-52.65
"2084",-44.02
"2085",-32.66
"2086",-17.2
"2087",2.39
"2088",24.53
"2089",46.25
"2090",64.07
"2091",75.14
"2092",78.2
"2093",73.87
"2094",64.3
"2095",52.13
"2096",39.58
"2097",27.96
"2098",17.82
"2099",9.5
"2100",3.36
"2101",-0.26
"2102",-1.67
"2103",-2.14
"2104",-3.58
"2105",-7.88
"2106",-15.76
"2107",-26.51
"2108",-38.38
"2109",-49.56
"2110",-59.19
"2111",-67.43
"2112",-74.9
"2113",-81.61
"2114",-86.36
"2115",-87.03
"2116",-81.68
"2117",-69.77
"2118",-52.53
"2119",-32.49
"2120",-12.26
"2121",6.72
"2122",24.38
"2123",41.28
"2124",57.51
"2125",72.13
"2126",83.6
"2127",90.83
"2128",93.93
"2129",93.92
"2130",91.73
"2131",87.13
"2132",78.63
"2133",64.73
"2134",45.42
"2135",23.11
"2136",1.89
"2137",-14.37
"2138",-24.03
"2139",-28.41
"2140",-30.7
"2141",-34.08
"2142",-39.94
"2143",-47.4
"2144",-54.19
"2145",-58.12
"2146",-58.15
"2147",-54.57
"2148",-48.36
"2149",-40.34
"2150",-30.6
"2151",-18.56
"2152",-3.6
"2153",14.28
"2154",33.74
"2155",52.22
"2156",66.53
"2157",73.82
"2158",72.76
"2159",64.01
"2160",50.17
"2161",34.76
"2162",20.92
"2163",10.28
"2164",2.68
"2165",-3.32
"2166",-9.39
"2167",-16.51
"2168",-24.74
"2169",-33.43
"2170",-41.89
"2171",-49.75
"2172",-56.99
"2173",-63.53
"2174",-69.07
"2175",-73.05
"2176",-74.95
"2177",-74.64
"2178",-72.34
"2179",-68.58
"2180",-63.7
"2181",-57.52
"2182",-49.32
"2183",-38.07
"2184",-23.05
"2185",-4.23
"2186",17.51
"2187",40.64
"2188",63.21
"2189",83.16
"2190",98.8
"2191",109.11
"2192",114.33
"2193",115.86
"2194",115.96
"2195",116.61
"2196",118.55
"2197",120.65
"2198",120.66
"2199",116.63
"2200",108.26
"2201",97.38
"2202",87.03
"2203",79.74
"2204",76.07
"2205",74.27
"2206",71.01
"2207",63.75
"2208",52.19
"2209",38.43
"2210",25.94
"2211",17.83
"2212",15.56
"2213",18.71
"2214",25.54
"2215",33.29
"2216",39.96
"2217",44.92
"2218",48.83
"2219",53.36
"2220",60.46
"2221",71.48
"2222",86.63
"2223",104.22
"2224",119.13
"2225",124.94
"2226",115.79
"2227",88.5
"2228",44
"2229",-12.95
"2230",-75.74
"2231",-137.91
"2232",-194.55
"2233",-244.3
"2234",-286.78
"2235",-321.49
"2236",-347.49
"2237",-364.49
"2238",-374.36
"2239",-382.23
"2240",-394.64
"2241",-405.21
"2242",-406.37
"2243",-389.69
"2244",-350.57
"2245",-290.98
"2246",-218.29
"2247",-141.66
"2248",-69.38
"2249",-6.14
"2250",47.7
"2251",92.99
"2252",131.5
"2253",164.52
"2254",192.47
"2255",215.28
"2256",234.23
"2257",249.61
"2258",261.29
"2259",268.63
"2260",269.04
"2261",260.03
"2262",241.01
"2263",214.54
"2264",184.45
"2265",159.12
"2266",144.1
"2267",139.73
"2268",141.98
"2269",144.69
"2270",143.49
"2271",137.54
"2272",128.38
"2273",116.59
"2274",101.01
"2275",78.66
"2276",48.02
"2277",11.43
"2278",-24.92
"2279",-53.65
"2280",-69.13
"2281",-70.37
"2282",-60.86
"2283",-46.4
"2284",-33.02
"2285",-24.27
"2286",-20.87
"2287",-19.03
"2288",-16.47
"2289",-12.28
"2290",-7.03
"2291",-1.96
"2292",2.16
"2293",5.04
"2294",7.12
"2295",9.06
"2296",11.04
"2297",12.08
"2298",10.94
"2299",6.72
"2300",-0.38
"2301",-8.68
"2302",-15.78
"2303",-19.49
"2304",-18.64
"2305",-13.48
"2306",-5.87
"2307",1.8
"2308",7.06
"2309",7.68
"2310",2.09
"2311",-10.23
"2312",-28.33
"2313",-49.52
"2314",-70.1
"2315",-86.72
"2316",-97.52
"2317",-102.87
"2318",-104.98
"2319",-106.54
"2320",-108.93
"2321",-111.06
"2322",-109.37
"2323",-99.5
"2324",-78.63
"2325",-47.15
"2326",-9.28
"2327",28.92
"2328",61.69
"2329",85.44
"2330",99.16
"2331",103.65
"2332",100.26
"2333",90.11
"2334",73.96
"2335",51.87
"2336",23.98
"2337",-9.59
"2338",-49.14
"2339",-95.34
"2340",-148.98
"2341",-209.62
"2342",-274.57
"2343",-338.76
"2344",-395.27
"2345",-435.63
"2346",-451.6
"2347",-438.01
"2348",-395.3
"2349",-330.5
"2350",-254.88
"2351",-179
"2352",-108.85
"2353",-45.18
"2354",15.49
"2355",76.78
"2356",139.07
"2357",198.19
"2358",249.72
"2359",286.22
"2360",304.05
"2361",308.34
"2362",305.36
"2363",300.18
"2364",295.19
"2365",290.48
"2366",284.55
"2367",275.32
"2368",260.83
"2369",240.79
"2370",216.39
"2371",189.69
"2372",162.78
"2373",137.07
"2374",112.25
"2375",86.03
"2376",55.38
"2377",17.98
"2378",-25.55
"2379",-71.53
"2380",-114.84
"2381",-150.9
"2382",-177.15
"2383",-193.96
"2384",-203.62
"2385",-208.25
"2386",-207.7
"2387",-199.37
"2388",-180.15
"2389",-150.41
"2390",-115.57
"2391",-84.33
"2392",-64.12
"2393",-56.36
"2394",-55.24
"2395",-50.88
"2396",-35.98
"2397",-11.22
"2398",14.06
"2399",27.53
"2400",22.07
"2401",0.64
"2402",-25.14
"2403",-42.06
"2404",-43.1
"2405",-31
"2406",-15.3
"2407",-5.92
"2408",-6.77
"2409",-14.31
"2410",-20.98
"2411",-20.61
"2412",-12.22
"2413",-0.14
"2414",9.13
"2415",11.27
"2416",6.6
"2417",0.14
"2418",-0.44
"2419",12.11
"2420",41.91
"2421",88.18
"2422",144.76
"2423",201.04
"2424",244.7
"2425",265.75
"2426",260.69
"2427",234.51
"2428",199.09
"2429",168.65
"2430",153.63
"2431",156.28
"2432",169.89
"2433",181.93
"2434",179.78
"2435",155.84
"2436",110.16
"2437",49.55
"2438",-15.71
"2439",-75.43
"2440",-122.38
"2441",-153.29
"2442",-168.93
"2443",-172.93
"2444",-170.35
"2445",-165.94
"2446",-162.9
"2447",-162.46
"2448",-164.01
"2449",-165.78
"2450",-165.37
"2451",-160
"2452",-146.23
"2453",-120.15
"2454",-78.95
"2455",-23.19
"2456",41.26
"2457",103.76
"2458",152.33
"2459",178.94
"2460",183.44
"2461",173.9
"2462",162.27
"2463",157.8
"2464",161.9
"2465",167.62
"2466",164.36
"2467",144.69
"2468",109.25
"2469",66.51
"2470",27.68
"2471",0.22
"2472",-15.67
"2473",-25.91
"2474",-38.05
"2475",-56.35
"2476",-80.06
"2477",-105.37
"2478",-129.01
"2479",-151.12
"2480",-174.92
"2481",-203.07
"2482",-233.5
"2483",-257.88
"2484",-263.95
"2485",-240.59
"2486",-183.41
"2487",-98.06
"2488",0.27
"2489",91.19
"2490",156.13
"2491",184.71
"2492",178
"2493",147.35
"2494",109.37
"2495",80.03
"2496",69.7
"2497",80.82
"2498",108.56
"2499",143.32
"2500",173.67
"2501",189.18
"2502",183.07
"2503",153.73
"2504",105.37
"2505",47.05
"2506",-10.23
"2507",-57.58
"2508",-91.19
"2509",-112.98
"2510",-128.72
"2511",-144.42
"2512",-163.55
"2513",-185.91
"2514",-208.54
"2515",-227.25
"2516",-238.24
"2517",-238.77
"2518",-226.9
"2519",-201.42
"2520",-161.78
"2521",-109.64
"2522",-49.83
"2523",9.48
"2524",58.59
"2525",89.83
"2526",101.05
"2527",97.33
"2528",88.98
"2529",86.86
"2530",96.8
"2531",116.71
"2532",137.93
"2533",150.11
"2534",146.93
"2535",129.11
"2536",102.86
"2537",75.63
"2538",51.82
"2539",30.83
"2540",8.76
"2541",-18.05
"2542",-50.26
"2543",-85.2
"2544",-118.88
"2545",-148.53
"2546",-173.93
"2547",-196.37
"2548",-216.23
"2549",-230.59
"2550",-233.3
"2551",-217.47
"2552",-178.89
"2553",-118.73
"2554",-43.74
"2555",35.43
"2556",106.78
"2557",160.25
"2558",190.18
"2559",196.8
"2560",186.15
"2561",168.21
"2562",153.61
"2563",149.85
"2564",158.29
"2565",173.71
"2566",186.48
"2567",186.45
"2568",166.79
"2569",126.05
"2570",68.18
"2571",0.64
"2572",-67.99
"2573",-130.15
"2574",-180.24
"2575",-215.18
"2576",-234.91
"2577",-242.2
"2578",-241.59
"2579",-237.77
"2580",-234.52
"2581",-233.09
"2582",-232.12
"2583",-227.81
"2584",-215.27
"2585",-190.27
"2586",-150.43
"2587",-96.09
"2588",-31.21
"2589",36.99
"2590",99.55
"2591",148.15
"2592",177.82
"2593",188.64
"2594",185.83
"2595",177.99
"2596",174.15
"2597",180.61
"2598",198.98
"2599",225.97
"2600",254.6
"2601",276.1
"2602",282.27
"2603",267.93
"2604",232.62
"2605",180.87
"2606",121.11
"2607",62.98
"2608",13.82
"2609",-23.79
"2610",-52.3
"2611",-76.8
"2612",-101.7
"2613",-127.46
"2614",-149.89
"2615",-161.41
"2616",-154.12
"2617",-123.04
"2618",-68.38
"2619",4.26
"2620",84.57
"2621",159.46
"2622",215.78
"2623",243.7
"2624",240.05
"2625",210.24
"2626",167.44
"2627",128.46
"2628",107.45
"2629",110.24
"2630",131.99
"2631",159.46
"2632",177.07
"2633",173.47
"2634",145.55
"2635",98.43
"2636",42.02
"2637",-13.95
"2638",-63.26
"2639",-103.85
"2640",-136.37
"2641",-161.87
"2642",-180.4
"2643",-191.36
"2644",-195.21
"2645",-194.89
"2646",-195.94
"2647",-204.14
"2648",-222.05
"2649",-246.74
"2650",-269.75
"2651",-279.89
"2652",-267.85
"2653",-229.83
"2654",-169.28
"2655",-95.73
"2656",-22.08
"2657",39.31
"2658",79.59
"2659",95.87
"2660",91.71
"2661",76.05
"2662",60.23
"2663",53.88
"2664",61.09
"2665",78.83
"2666",98.8
"2667",111.7
"2668",112.05
"2669",100.41
"2670",81.88
"2671",62.33
"2672",44.66
"2673",27.15
"2674",5.43
"2675",-24.09
"2676",-61.57
"2677",-103.07
"2678",-142.35
"2679",-173.96
"2680",-195.15
"2681",-206.21
"2682",-208.92
"2683",-204.4
"2684",-191.89
"2685",-169.38
"2686",-135.25
"2687",-89.84
"2688",-36.49
"2689",19.36
"2690",71.56
"2691",115.38
"2692",149.04
"2693",174.15
"2694",194.8
"2695",215.4
"2696",238.31
"2697",262.01
"2698",281.63
"2699",290.63
"2700",283.73
"2701",259.04
"2702",218.45
"2703",166.54
"2704",108.66
"2705",49.05
"2706",-9.59
"2707",-65.28
"2708",-115.98
"2709",-159.19
"2710",-192.78
"2711",-216.59
"2712",-233.35
"2713",-248.05
"2714",-265.75
"2715",-288.44
"2716",-312.8
"2717",-330.73
"2718",-331.99
"2719",-308.76
"2720",-259.45
"2721",-189.97
"2722",-111.25
"2723",-35.09
"2724",30.19
"2725",81.28
"2726",118.83
"2727",145.17
"2728",162.65
"2729",173.56
"2730",180.89
"2731",188.1
"2732",197.31
"2733",207.03
"2734",211.65
"2735",204
"2736",180.22
"2737",143.3
"2738",102.79
"2739",70.06
"2740",52.2
"2741",48.09
"2742",49.47
"2743",46.12
"2744",31.57
"2745",5.84
"2746",-26.43
"2747",-60.26
"2748",-93.39
"2749",-125.88
"2750",-157.14
"2751",-182.79
"2752",-194.4
"2753",-182.98
"2754",-143.81
"2755",-79.66
"2756",-0.28
"2757",81.08
"2758",151.92
"2759",203.88
"2760",233.96
"2761",244.16
"2762",239.74
"2763",227.05
"2764",211.33
"2765",195
"2766",176.95
"2767",153.42
"2768",120.17
"2769",75
"2770",19.48
"2771",-41.13
"2772",-99.3
"2773",-147.34
"2774",-179.33
"2775",-192.36
"2776",-187.39
"2777",-169.11
"2778",-145.17
"2779",-124.4
"2780",-114.57
"2781",-120.18
"2782",-141.47
"2783",-174.82
"2784",-214.12
"2785",-251.61
"2786",-279.21
"2787",-289.46
"2788",-276.74
"2789",-238.86
"2790",-178.3
"2791",-102.84
"2792",-24.57
"2793",42.75
"2794",87.58
"2795",104.32
"2796",95.19
"2797",69.35
"2798",39.51
"2799",17.19
"2800",9.19
"2801",16.4
"2802",35.64
"2803",62.66
"2804",94.63
"2805",130.1
"2806",167.22
"2807",201.74
"2808",226.8
"2809",235.17
"2810",222.54
"2811",189.88
"2812",143.31
"2813",91.44
"2814",41.78
"2815",-1.74
"2816",-38.99
"2817",-71.75
"2818",-100.68
"2819",-123.49
"2820",-135.09
"2821",-129.89
"2822",-104.39
"2823",-59.29
"2824",0.17
"2825",65.28
"2826",125.83
"2827",172.82
"2828",200.84
"2829",209.11
"2830",200.7
"2831",180.24
"2832",151.31
"2833",115.06
"2834",71.1
"2835",19.69
"2836",-35.67
"2837",-88.01
"2838",-128.84
"2839",-152.05
"2840",-156.67
"2841",-147.61
"2842",-133.12
"2843",-121.47
"2844",-118.14
"2845",-125
"2846",-141.57
"2847",-166.46
"2848",-197.62
"2849",-232.07
"2850",-265.23
"2851",-290.95
"2852",-302.88
"2853",-296.36
"2854",-269.78
"2855",-225.18
"2856",-167.77
"2857",-104.09
"2858",-40.36
"2859",18.73
"2860",70.34
"2861",113.18
"2862",146.92
"2863",171.86
"2864",188.87
"2865",199.61
"2866",206.73
"2867",213.16
"2868",221.06
"2869",230.68
"2870",240.14
"2871",246.17
"2872",245.84
"2873",237.68
"2874",222.25
"2875",201.18
"2876",175.82
"2877",146.87
"2878",114.61
"2879",79.91
"2880",44.95
"2881",12.81
"2882",-14.04
"2883",-35.35
"2884",-53.38
"2885",-71.64
"2886",-92.05
"2887",-112.57
"2888",-127.42
"2889",-128.96
"2890",-111.2
"2891",-72.59
"2892",-17.27
"2893",45.96
"2894",106.33
"2895",154.47
"2896",185.14
"2897",197.95
"2898",196.38
"2899",185.66
"2900",170.91
"2901",156.23
"2902",144.33
"2903",136.54
"2904",132.47
"2905",129.54
"2906",123.15
"2907",107.97
"2908",79.68
"2909",37.52
"2910",-14.79
"2911",-69.87
"2912",-119.45
"2913",-157.55
"2914",-182.64
"2915",-197.53
"2916",-207.49
"2917",-218.03
"2918",-233.09
"2919",-253.39
"2920",-276.15
"2921",-295.43
"2922",-303.49
"2923",-293.49
"2924",-261.86
"2925",-210.3
"2926",-146.04
"2927",-79.95
"2928",-23.05
"2929",17
"2930",38.46
"2931",45.68
"2932",46.74
"2933",49.98
"2934",59.99
"2935",75.47
"2936",90.15
"2937",96.6
"2938",90.71
"2939",74.75
"2940",56.54
"2941",44.74
"2942",43.62
"2943",50.13
"2944",55.42
"2945",50.28
"2946",30.54
"2947",-0.97
"2948",-36.97
"2949",-70.38
"2950",-98.47
"2951",-122.93
"2952",-146.54
"2953",-168.57
"2954",-183.27
"2955",-181.9
"2956",-157.62
"2957",-109.39
"2958",-43.44
"2959",28.5
"2960",92.98
"2961",138.76
"2962",159.28
"2963",153.04
"2964",122.84
"2965",74.33
"2966",14.74
"2967",-48.44
"2968",-108.87
"2969",-162.29
"2970",-206.93
"2971",-243.64
"2972",-274.75
"2973",-302.78
"2974",-328.5
"2975",-349.65
"2976",-361.09
"2977",-356.53
"2978",-331.06
"2979",-283.91
"2980",-220.71
"2981",-152.76
"2982",-93.72
"2983",-54.39
"2984",-38.72
"2985",-41.9
"2986",-52.55
"2987",-57.42
"2988",-46.5
"2989",-16.25
"2990",31.05
"2991",89.55
"2992",152.32
"2993",212.64
"2994",264.65
"2995",303.08
"2996",323.81
"2997",324.98
"2998",308.59
"2999",281.29
"3000",253.05
"3001",234.11
"3002",231.07
"3003",244.13
"3004",266.46
"3005",286.08
"3006",290.78
"3007",273.69
"3008",237.41
"3009",193.58
"3010",158.05
"3011",144.24
"3012",157.18
"3013",191.64
"3014",234.45
"3015",270.62
"3016",289.19
"3017",286.15
"3018",264.06
"3019",228.95
"3020",186.89
"3021",142.06
"3022",96.91
"3023",53.4
"3024",14.18
"3025",-17.6
"3026",-40.01
"3027",-54.52
"3028",-66.32
"3029",-82.3
"3030",-107.17
"3031",-140.3
"3032",-175.1
"3033",-201.87
"3034",-212.53
"3035",-204.07
"3036",-179.12
"3037",-143.69
"3038",-103.75
"3039",-63.04
"3040",-22.42
"3041",18.31
"3042",58.45
"3043",95.03
"3044",123.04
"3045",137.12
"3046",133.68
"3047",112.96
"3048",79.51
"3049",41.23
"3050",6.41
"3051",-18.99
"3052",-33.1
"3053",-37.47
"3054",-35.37
"3055",-29.96
"3056",-23.94
"3057",-19.81
"3058",-20.29
"3059",-28.55
"3060",-47.04
"3061",-76.32
"3062",-113.82
"3063",-154.07
"3064",-189.91
"3065",-214.25
"3066",-221.83
"3067",-210.25
"3068",-180.78
"3069",-137.96
"3070",-88.7
"3071",-39.73
"3072",4.92
"3073",45.24
"3074",84.2
"3075",124.36
"3076",164.91
"3077",200.61
"3078",223.84
"3079",228.33
"3080",212.37
"3081",180.33
"3082",140.53
"3083",101.49
"3084",68.21
"3085",41.12
"3086",18
"3087",-2.19
"3088",-16.63
"3089",-19.09
"3090",-3.4
"3091",31.51
"3092",78.77
"3093",124.93
"3094",154.87
"3095",158.1
"3096",132.78
"3097",85.75
"3098",28.43
"3099",-28.55
"3100",-78.91
"3101",-121.06
"3102",-155.8
"3103",-183.43
"3104",-202.27
"3105",-209.3
"3106",-201.73
"3107",-178.7
"3108",-142.11
"3109",-96.56
"3110",-48.95
"3111",-7.32
"3112",20.59
"3113",29.41
"3114",17.46
"3115",-12.76
"3116",-55.38
"3117",-103.07
"3118",-149.33
"3119",-189.92
"3120",-222.33
"3121",-244.95
"3122",-255.46
"3123",-250.62
"3124",-227.4
"3125",-185.1
"3126",-127.59
"3127",-63.89
"3128",-6.47
"3129",32.89
"3130",47.86
"3131",40.12
"3132",18.64
"3133",-4.69
"3134",-20.25
"3135",-24.26
"3136",-18.6
"3137",-7.47
"3138",6.56
"3139",24.2
"3140",47.53
"3141",76.88
"3142",107.77
"3143",131.45
"3144",138.82
"3145",124.75
"3146",90.74
"3147",43.94
"3148",-6.3
"3149",-51.81
"3150",-87.61
"3151",-111.92
"3152",-124.44
"3153",-124.58
"3154",-111.05
"3155",-82.91
"3156",-40.86
"3157",11.98
"3158",70.38
"3159",128.13
"3160",179.4
"3161",220.09
"3162",248.9
"3163",266.61
"3164",275.06
"3165",275.12
"3166",265.54
"3167",243.34
"3168",205.78
"3169",152.47
"3170",86.32
"3171",12.88
"3172",-61.21
"3173",-129.19
"3174",-184.73
"3175",-222.4
"3176",-238.43
"3177",-232.57
"3178",-209.79
"3179",-180.25
"3180",-156.46
"3181",-148.75
"3182",-161.07
"3183",-189.43
"3184",-224.05
"3185",-252.95
"3186",-265.98
"3187",-257.57
"3188",-227.41
